spread_national,overprediction_national,underprediction_national,wis_national,c50_national,c95_national,spread_state,overprediction_state,underprediction_state,wis_state,c50_state,c95_state,spread_age,overprediction_age,underprediction_age,wis_age,c50_age,c95_age,fold,model
955.5168607707596,172.1928015967867,153.48720521005114,1281.1968675775977,0.8316326530612245,1.0,123.78264271443476,21.54329540612879,51.04044383724934,196.36638195781288,0.7532223415682062,0.9916756176154672,115.26410270836207,15.661833968907503,64.06213302447354,194.9880697017432,0.7049319727891157,0.9804421768707484,4,TSMixer + QR
358.6339172403663,226.39829366318585,177.64154313766915,762.6737540412213,0.7397959183673469,0.979591836734694,60.187009693008,46.29067356227111,47.63664046177919,154.1143237170583,0.6834049409237379,0.9575725026852846,65.66824684698999,52.61151150348488,59.14602582148407,177.42578417195892,0.6683673469387755,0.9668367346938777,5,TSMixer + QR
165.32566326530613,2067.476530612245,0.0938775510204081,2232.896071428572,0.2448979591836734,0.4897959183673469,30.755185284640174,316.27164339419977,0.0458646616541353,347.0726933404941,0.3818474758324382,0.5746509129967776,33.07418367346939,329.9739795918367,0.0448979591836734,363.0930612244898,0.3409863945578231,0.548469387755102,0,TSMixer + NB
176.13265306122452,589.3877551020408,771.6244897959184,1537.1448979591837,0.3010204081632653,0.6785714285714286,32.6283216970999,77.12540279269602,133.22593984962407,242.97966433942,0.4409237379162191,0.7714822771213748,35.95738095238096,78.22261904761905,146.4091836734694,260.5891836734694,0.3809523809523809,0.7576530612244898,1,TSMixer + NB
169.60525510204084,280.565306122449,286.30918367346936,736.4797448979592,0.4693877551020408,0.8673469387755102,33.98021750805586,42.169656283566056,58.62244897959184,134.77232277121374,0.5241675617615468,0.8917830290010741,37.92803571428572,40.180952380952384,68.74268707482993,146.85167517006803,0.4804421768707483,0.8979591836734694,2,TSMixer + NB
179.9544897959184,259.8622448979592,393.7785714285714,833.595306122449,0.3469387755102041,0.8112244897959183,34.51485767991408,40.14199785177229,77.65998925886144,152.3168447905478,0.4836197636949517,0.8770139634801289,36.67667517006803,37.68299319727891,85.91003401360544,160.26970238095237,0.4336734693877551,0.8767006802721088,3,TSMixer + NB
209.3090816326531,403.80102040816325,170.71632653061224,783.8264285714286,0.4897959183673469,0.8163265306122449,40.608869495166495,67.57669172932331,42.86987110633727,151.05543233082707,0.5222878625134264,0.8727175080558539,45.70604591836735,67.18656462585034,47.05510204081633,159.94771258503405,0.4982993197278911,0.8605442176870748,4,TSMixer + NB
183.23158163265308,131.68775510204082,293.19897959183675,608.1183163265307,0.4693877551020408,0.8622448979591837,37.01116809881848,32.70263157894737,57.24548872180451,126.95928839957035,0.5311493018259935,0.9044038668098818,41.96271258503402,35.14948979591837,60.90119047619048,138.01339285714286,0.5,0.8979591836734694,5,TSMixer + NB
159.38275510204082,2602.4326530612243,0.1122448979591836,2761.9276530612246,0.2346938775510204,0.5357142857142857,29.468778195488724,414.0529001074114,0.0527926960257787,443.5744709989259,0.4019871106337271,0.6133190118152524,30.538112244897967,444.60408163265305,0.0511904761904761,475.1933843537415,0.3613945578231292,0.5884353741496599,0,TFT + NB
202.85341836734696,1087.1316326530612,29.462244897959184,1319.4472959183674,0.3265306122448979,0.7346938775510204,41.00510741138561,163.5893125671321,12.887271750805583,217.4816917293233,0.4704618689581095,0.7972610096670247,45.04743197278912,168.92874149659863,18.815136054421767,232.7913095238096,0.4608843537414966,0.8010204081632653,1,TFT + NB
151.3619897959184,502.7540816326531,525.2081632653061,1179.3242346938775,0.2040816326530612,0.5408163265306123,32.40111976369496,108.97583243823846,64.70118152524168,206.07813372717507,0.4274973147153598,0.7430182599355531,36.85242346938776,116.67551020408165,71.94149659863946,225.46943027210884,0.3571428571428571,0.7253401360544217,2,TFT + NB
137.4130612244898,292.87857142857143,905.8969387755102,1336.1885714285715,0.3112244897959184,0.6683673469387755,25.80387486573577,38.173200859291086,154.54479054779807,218.52186627282487,0.4707303974221267,0.8055853920515574,28.13224489795919,33.57125850340136,170.63962585034014,232.3431292517007,0.4770408163265306,0.7738095238095238,3,TFT + NB
104.57061224489796,284.91938775510204,1180.811224489796,1570.301224489796,0.1122448979591836,0.5153061224489796,22.42076530612245,47.90633727175081,183.7180988184748,254.04520139634803,0.3944683136412459,0.706766917293233,25.67011054421769,54.11462585034013,179.79336734693877,259.5781037414966,0.3784013605442177,0.6794217687074829,4,TFT + NB
127.65045918367348,373.3744897959184,467.3724489795918,968.3973979591838,0.2806122448979591,0.6836734693877551,30.0943179377014,62.54871106337272,80.8938238453276,173.53685284640173,0.442266380236305,0.842373791621912,33.182321428571434,60.97227891156463,86.06632653061224,180.22092687074831,0.3630952380952381,0.8282312925170068,5,TFT + NB
264.0008665224717,1564.5592465301795,1.747186212262344,1830.3072992649136,0.5255102040816326,0.7602040816326531,59.807093238047244,234.07451608069061,0.19391725652213063,294.07552657525997,0.5343716433941997,0.7986036519871106,76.20689472779696,248.7663188448126,0.16344132941836284,325.1366549020279,0.5187074829931972,0.7559523809523809,0,TFT + QR
243.5990661039433,25.936269562736193,836.5977369515999,1106.1330726182794,0.7397959183673469,0.9387755102040817,49.03944094340113,9.637386830876839,142.8650419389864,201.54186971326436,0.7113319011815252,0.9425349087003222,47.82236400767797,12.2118427083212,168.9207409042054,228.95494762020456,0.6964285714285714,0.9158163265306123,1,TFT + QR
767.5514100116142,61.964747983596155,281.7465460225088,1111.2627040177192,0.7244897959183674,0.9948979591836735,93.1240159729895,23.91986387317664,48.72121025129391,165.76509009746005,0.7266380236305048,0.9798603651987111,89.34354100650431,28.03498886258051,49.157999127342194,166.536528996427,0.7423469387755102,0.9889455782312925,2,TFT + QR
294.8399866531986,202.72336170471965,385.56854325850236,883.1318916164207,0.6224489795918368,0.9132653061224489,53.04109814418881,35.926974292269584,84.46721056155943,173.4352829980178,0.60687432867884,0.914876476906552,57.55887585180777,35.77395917009572,89.64294226125547,182.97577728315895,0.6607142857142857,0.9302721088435374,3,TFT + QR
288.23760113976533,310.9286391487356,381.54559405892047,980.7118343474215,0.6938775510204082,0.9642857142857143,79.22344615250398,36.46866420172279,80.58486310606489,196.27697346029166,0.7397959183673469,0.9632116004296455,131.197805263405,29.489050555834677,81.14053767217915,241.82739349141883,0.7295918367346939,0.9608843537414966,4,TFT + QR
498.43285488644995,376.78350197998736,60.59837779517109,935.8147346616083,0.8010204081632653,0.9948979591836735,83.30981009583996,70.39388168108673,21.317283804014927,175.0209755809416,0.6946831364124597,0.9790547798066596,93.45355693721683,76.43608129076642,26.049616147647676,195.93925437563092,0.7423469387755102,0.9855442176870748,5,TFT + QR
